cand_id,rec_id,job_role,source,score,application,screening,interview,offer,hired
C2191,R3,HR Specialist,Careers page,55,1,0,0,0,0
C2192,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C2193,R3,Data Analyst,Job board,67,1,1,0,0,0
C2194,R5,Data Analyst,Job board,69,1,0,0,0,0
C2195,R5,HR Specialist,Job board,54,1,1,0,0,0
C2196,R3,HR Specialist,LinkedIn,61,1,1,0,0,0
C2197,R3,Data Analyst,Job board,58,1,1,0,0,0
C2198,R2,HR Specialist,Careers page,61,1,0,0,0,0
C2199,R4,Data Analyst,Job board,57,1,1,0,0,0
C2200,R1,HR Specialist,LinkedIn,56,1,0,0,0,0
C2201,R5,Data Analyst,LinkedIn,69,1,1,0,0,0
C2202,R3,Software Engineer,LinkedIn,84,1,1,1,0,0
C2203,R3,Software Engineer,Careers page,59,1,1,0,0,0
C2204,R1,Data Analyst,Careers page,50,1,1,0,0,0
C2205,R1,HR Specialist,Job board,51,1,1,0,0,0
C2206,R2,HR Specialist,Careers page,68,1,1,1,0,0
C2207,R1,Data Analyst,LinkedIn,76,1,1,0,0,0
C2208,R3,HR Specialist,Job board,83,1,1,0,0,0
C2209,R2,Software Engineer,Job board,50,1,1,0,0,0
C2210,R4,Marketing Associate,LinkedIn,61,1,1,1,0,0
C2211,R4,Software Engineer,Careers page,82,1,1,0,0,0
C2212,R3,Data Analyst,Job board,47,1,1,1,0,0
C2213,R1,Software Engineer,LinkedIn,60,1,1,1,1,1
C2214,R1,Data Analyst,LinkedIn,80,1,1,1,0,0
C2215,R2,HR Specialist,LinkedIn,67,1,1,0,0,0
C2216,R1,Data Analyst,Careers page,81,1,1,1,1,1
C2217,R1,Data Analyst,Careers page,71,1,1,1,0,0
C2218,R2,Data Analyst,Job board,60,1,1,0,0,0
C2219,R2,HR Specialist,LinkedIn,73,1,1,0,0,0
C2220,R4,Software Engineer,Careers page,63,1,0,0,0,0
C2221,R4,HR Specialist,LinkedIn,86,1,1,1,0,0
C2222,R2,Data Analyst,LinkedIn,72,1,1,1,0,0
C2223,R5,Software Engineer,Careers page,54,1,1,0,0,0
C2224,R1,Data Analyst,Job board,60,1,0,0,0,0
C2225,R5,Marketing Associate,LinkedIn,80,1,1,0,0,0
C2226,R1,Software Engineer,Careers page,76,1,1,1,1,1
C2227,R1,Data Analyst,LinkedIn,65,1,1,1,0,0
C2228,R4,Data Analyst,LinkedIn,87,1,1,0,0,0
C2229,R5,Data Analyst,LinkedIn,74,1,1,1,0,0
C2230,R1,Software Engineer,LinkedIn,50,1,1,1,0,0
C2231,R3,HR Specialist,LinkedIn,83,1,1,1,1,0
C2232,R5,Marketing Associate,Job board,63,1,0,0,0,0
C2233,R2,Marketing Associate,Careers page,44,1,1,0,0,0
C2234,R3,HR Specialist,LinkedIn,48,1,1,0,0,0
C2235,R4,Data Analyst,Careers page,82,1,1,1,1,1
C2236,R2,HR Specialist,Careers page,55,1,1,0,0,0
C2237,R5,Software Engineer,Job board,58,1,1,0,0,0
C2238,R4,Marketing Associate,Job board,56,1,0,0,0,0
C2239,R1,HR Specialist,LinkedIn,97,1,1,1,0,0
C2240,R5,Software Engineer,LinkedIn,64,1,0,0,0,0
C2241,R4,Data Analyst,LinkedIn,50,1,0,0,0,0
C2242,R3,HR Specialist,Job board,50,1,1,0,0,0
C2243,R1,Data Analyst,LinkedIn,56,1,0,0,0,0
C2244,R5,HR Specialist,LinkedIn,65,1,1,1,1,0
C2245,R5,HR Specialist,LinkedIn,63,1,1,0,0,0
C2246,R5,HR Specialist,LinkedIn,84,1,1,1,1,0
C2247,R4,Marketing Associate,Job board,59,1,0,0,0,0
C2248,R3,Data Analyst,LinkedIn,54,1,0,0,0,0
C2249,R4,HR Specialist,Careers page,57,1,1,0,0,0
C2250,R4,Software Engineer,LinkedIn,82,1,1,1,1,0
C2251,R5,HR Specialist,LinkedIn,82,1,1,1,0,0
C2252,R5,Software Engineer,Job board,53,1,1,0,0,0
C2253,R2,Software Engineer,Job board,55,1,1,1,0,0
C2254,R3,Software Engineer,Careers page,59,1,1,0,0,0
C2255,R4,Marketing Associate,LinkedIn,59,1,1,1,0,0
C2256,R1,HR Specialist,Careers page,76,1,0,0,0,0
C2257,R2,Software Engineer,Job board,64,1,1,0,0,0
C2258,R4,HR Specialist,LinkedIn,75,1,1,1,0,0
C2259,R1,Data Analyst,LinkedIn,86,1,1,1,0,0
C2260,R5,HR Specialist,Job board,38,1,0,0,0,0
C2261,R3,Data Analyst,Careers page,49,1,1,0,0,0
C2262,R5,HR Specialist,Job board,67,1,1,0,0,0
C2263,R2,Data Analyst,Careers page,62,1,1,1,0,0
C2264,R1,Software Engineer,LinkedIn,69,1,0,0,0,0
C2265,R3,Data Analyst,LinkedIn,60,1,0,0,0,0
C2266,R1,Data Analyst,LinkedIn,69,1,1,0,0,0
C2267,R1,Marketing Associate,Careers page,83,1,1,0,0,0
C2268,R5,Marketing Associate,LinkedIn,87,1,1,1,1,0
C2269,R1,Data Analyst,LinkedIn,72,1,1,1,1,1
C2270,R4,HR Specialist,LinkedIn,61,1,1,1,1,0
C2271,R4,HR Specialist,LinkedIn,59,1,0,0,0,0
C2272,R4,HR Specialist,Careers page,37,1,0,0,0,0
C2273,R1,Software Engineer,Careers page,69,1,0,0,0,0
C2274,R1,Software Engineer,Job board,52,1,0,0,0,0
C2275,R5,Data Analyst,Job board,32,1,0,0,0,0
C2276,R5,Data Analyst,Careers page,45,1,1,0,0,0
C2277,R5,HR Specialist,LinkedIn,81,1,1,1,1,0
C2278,R2,HR Specialist,LinkedIn,94,1,1,1,0,0
C2279,R4,HR Specialist,Job board,68,1,1,0,0,0
C2280,R1,Software Engineer,LinkedIn,63,1,1,1,0,0
C2281,R4,HR Specialist,LinkedIn,60,1,1,0,0,0
C2282,R5,HR Specialist,LinkedIn,70,1,1,1,0,0
C2283,R4,Data Analyst,Careers page,58,1,1,1,0,0
C2284,R2,HR Specialist,Job board,56,1,1,0,0,0
C2285,R2,Software Engineer,LinkedIn,70,1,1,0,0,0
C2286,R1,Data Analyst,Job board,62,1,1,0,0,0
C2287,R2,Software Engineer,Job board,29,1,0,0,0,0
C2288,R1,Software Engineer,LinkedIn,70,1,0,0,0,0
C2289,R2,Data Analyst,Careers page,65,1,1,0,0,0
C2290,R2,Data Analyst,LinkedIn,66,1,1,0,0,0
C2291,R1,Data Analyst,LinkedIn,77,1,1,1,1,1
C2292,R5,HR Specialist,Job board,56,1,1,0,0,0
C2293,R1,Software Engineer,Job board,55,1,1,1,0,0
C2294,R4,HR Specialist,LinkedIn,70,1,1,1,0,0
C2295,R5,Marketing Associate,LinkedIn,82,1,1,1,1,0
C2296,R1,Data Analyst,LinkedIn,71,1,1,1,0,0
C2297,R4,Marketing Associate,Job board,31,1,0,0,0,0
C2298,R5,HR Specialist,LinkedIn,52,1,1,0,0,0
C2299,R2,Software Engineer,LinkedIn,80,1,0,0,0,0
C2300,R5,HR Specialist,LinkedIn,57,1,1,0,0,0
C2301,R2,Data Analyst,Job board,64,1,1,0,0,0
C2302,R5,HR Specialist,LinkedIn,56,1,1,0,0,0
C2303,R1,Data Analyst,Careers page,61,1,0,0,0,0
C2304,R2,Data Analyst,Careers page,66,1,1,0,0,0
C2305,R3,Data Analyst,Job board,60,1,1,0,0,0
C2306,R1,Data Analyst,LinkedIn,58,1,1,1,0,0
C2307,R2,Data Analyst,LinkedIn,73,1,1,0,0,0
C2308,R3,Data Analyst,LinkedIn,64,1,0,0,0,0
C2309,R5,Software Engineer,LinkedIn,61,1,1,0,0,0
C2310,R4,HR Specialist,LinkedIn,75,1,1,1,0,0
C2311,R2,HR Specialist,LinkedIn,69,1,1,0,0,0
C2312,R1,Data Analyst,Job board,56,1,1,0,0,0
C2313,R4,Data Analyst,LinkedIn,63,1,1,0,0,0
C2314,R2,Data Analyst,Job board,45,1,0,0,0,0
C2315,R2,Data Analyst,Job board,32,1,0,0,0,0
C2316,R3,Marketing Associate,Job board,56,1,1,0,0,0
C2317,R1,HR Specialist,LinkedIn,50,1,1,1,0,0
C2318,R3,Software Engineer,Careers page,64,1,1,0,0,0
C2319,R1,HR Specialist,Job board,23,1,0,0,0,0
C2320,R2,Data Analyst,LinkedIn,59,1,1,1,0,0
C2321,R3,Data Analyst,LinkedIn,65,1,1,1,0,0
C2322,R2,HR Specialist,Job board,71,1,0,0,0,0
C2323,R4,Data Analyst,LinkedIn,64,1,0,0,0,0
C2324,R3,Software Engineer,LinkedIn,58,1,0,0,0,0
C2325,R2,HR Specialist,Job board,57,1,0,0,0,0
C2326,R1,HR Specialist,LinkedIn,48,1,1,0,0,0
C2327,R2,Marketing Associate,Job board,60,1,0,0,0,0
C2328,R1,Data Analyst,LinkedIn,68,1,1,0,0,0
C2329,R4,Data Analyst,Careers page,70,1,1,0,0,0
C2330,R2,HR Specialist,LinkedIn,65,1,1,0,0,0
C2331,R1,Data Analyst,Job board,64,1,0,0,0,0
C2332,R1,Data Analyst,Careers page,80,1,1,1,0,0
C2333,R2,Data Analyst,Job board,53,1,1,0,0,0
C2334,R3,Data Analyst,Careers page,44,1,1,1,0,0
C2335,R3,HR Specialist,Job board,55,1,0,0,0,0
C2336,R1,Data Analyst,Careers page,62,1,1,1,0,0
C2337,R1,HR Specialist,LinkedIn,55,1,1,0,0,0
C2338,R5,Software Engineer,Job board,51,1,0,0,0,0
C2339,R5,Data Analyst,LinkedIn,84,1,1,1,0,0
C2340,R5,Software Engineer,LinkedIn,96,1,1,0,0,0
C2341,R3,Data Analyst,LinkedIn,62,1,1,0,0,0
C2342,R1,HR Specialist,Job board,75,1,1,1,1,1
C2343,R5,Data Analyst,Job board,49,1,1,1,1,1
C2344,R5,Data Analyst,Job board,59,1,0,0,0,0
C2345,R1,Data Analyst,Job board,60,1,0,0,0,0
C2346,R1,HR Specialist,Careers page,58,1,1,1,1,1
C2347,R2,HR Specialist,Careers page,68,1,1,0,0,0
C2348,R4,HR Specialist,Careers page,78,1,1,0,0,0
C2349,R2,Marketing Associate,Careers page,57,1,1,1,1,1
C2350,R2,HR Specialist,Job board,54,1,0,0,0,0
C2351,R3,Data Analyst,Job board,49,1,0,0,0,0
C2352,R5,Software Engineer,LinkedIn,82,1,1,1,0,0
C2353,R4,HR Specialist,LinkedIn,96,1,1,1,0,0
C2354,R3,Data Analyst,Careers page,51,1,0,0,0,0
C2355,R2,Data Analyst,LinkedIn,74,1,1,1,0,0
C2356,R1,Data Analyst,Careers page,49,1,1,0,0,0
C2357,R1,Data Analyst,Job board,44,1,1,1,0,0
C2358,R1,HR Specialist,LinkedIn,65,1,1,1,1,1
C2359,R1,Software Engineer,LinkedIn,91,1,1,1,0,0
C2360,R4,HR Specialist,Job board,79,1,1,1,1,0
C2361,R2,Data Analyst,LinkedIn,65,1,0,0,0,0
C2362,R3,Software Engineer,LinkedIn,65,1,1,1,0,0
C2363,R1,Marketing Associate,LinkedIn,76,1,1,0,0,0
C2364,R5,Data Analyst,LinkedIn,80,1,1,1,1,0
C2365,R2,HR Specialist,LinkedIn,59,1,1,0,0,0
C2366,R4,Software Engineer,LinkedIn,86,1,1,1,0,0
C2367,R4,HR Specialist,LinkedIn,78,1,1,1,0,0
C2368,R3,Data Analyst,Careers page,63,1,1,0,0,0
C2369,R3,HR Specialist,Careers page,55,1,1,0,0,0
C2370,R2,Data Analyst,LinkedIn,74,1,1,1,1,1
C2371,R5,Marketing Associate,Job board,52,1,0,0,0,0
C2372,R4,HR Specialist,LinkedIn,89,1,1,1,0,0
C2373,R1,Software Engineer,LinkedIn,52,1,0,0,0,0
C2374,R2,Data Analyst,Job board,48,1,0,0,0,0
C2375,R4,HR Specialist,LinkedIn,69,1,1,0,0,0
C2376,R4,HR Specialist,LinkedIn,78,1,1,1,1,0
C2377,R5,Data Analyst,Job board,60,1,1,0,0,0
C2378,R2,Data Analyst,LinkedIn,70,1,1,0,0,0
C2379,R1,Data Analyst,LinkedIn,82,1,1,0,0,0
C2380,R5,HR Specialist,LinkedIn,54,1,1,1,0,0
C2381,R4,Data Analyst,LinkedIn,83,1,1,0,0,0
C2382,R1,HR Specialist,Job board,39,1,0,0,0,0
C2383,R5,Software Engineer,LinkedIn,70,1,0,0,0,0
C2384,R4,HR Specialist,Job board,58,1,1,1,0,0
C2385,R5,HR Specialist,Job board,86,1,1,1,0,0
C2386,R1,Data Analyst,Job board,69,1,1,0,0,0
C2387,R2,Data Analyst,LinkedIn,75,1,1,1,1,1
C2388,R3,Data Analyst,Job board,58,1,1,1,0,0
C2389,R1,Software Engineer,LinkedIn,49,1,1,1,0,0
C2390,R3,Marketing Associate,Job board,54,1,0,0,0,0
C2391,R2,Marketing Associate,Careers page,51,1,0,0,0,0
C2392,R1,Data Analyst,Job board,40,1,0,0,0,0
C2393,R4,Data Analyst,Careers page,55,1,0,0,0,0
C2394,R2,Data Analyst,Careers page,71,1,1,1,0,0
C2395,R5,Data Analyst,Job board,63,1,1,0,0,0
C2396,R5,HR Specialist,Job board,62,1,1,0,0,0
C2397,R1,HR Specialist,LinkedIn,43,1,1,1,0,0
C2398,R2,Data Analyst,Job board,65,1,1,1,0,0
C2399,R3,HR Specialist,Careers page,76,1,1,1,1,0
C2400,R5,Data Analyst,LinkedIn,37,1,0,0,0,0
C2401,R3,HR Specialist,LinkedIn,74,1,1,1,1,0
C2402,R2,Marketing Associate,LinkedIn,65,1,1,1,0,0
C2403,R1,Marketing Associate,LinkedIn,60,1,1,0,0,0
C2404,R5,Marketing Associate,LinkedIn,85,1,1,1,0,0
C2405,R3,HR Specialist,Careers page,61,1,1,0,0,0
C2406,R4,Data Analyst,LinkedIn,91,1,1,1,0,0
C2407,R1,Data Analyst,LinkedIn,67,1,1,1,1,1
C2408,R3,Marketing Associate,LinkedIn,89,1,1,0,0,0
C2409,R3,HR Specialist,LinkedIn,71,1,1,0,0,0
C2410,R2,HR Specialist,Job board,50,1,0,0,0,0
C2411,R5,HR Specialist,Job board,37,1,0,0,0,0
C2412,R3,Software Engineer,LinkedIn,74,1,1,0,0,0
C2413,R1,Software Engineer,Job board,87,1,1,1,1,1
C2414,R1,HR Specialist,LinkedIn,72,1,1,0,0,0
C2415,R5,HR Specialist,LinkedIn,77,1,1,0,0,0
C2416,R1,HR Specialist,Job board,43,1,0,0,0,0
C2417,R4,HR Specialist,LinkedIn,81,1,0,0,0,0
C2418,R4,HR Specialist,LinkedIn,65,1,1,0,0,0
C2419,R2,Data Analyst,Job board,58,1,1,0,0,0
C2420,R4,HR Specialist,LinkedIn,61,1,0,0,0,0
C2421,R2,HR Specialist,Job board,45,1,1,0,0,0
C2422,R5,Data Analyst,LinkedIn,67,1,1,0,0,0
C2423,R4,Data Analyst,Careers page,76,1,1,1,0,0
C2424,R4,Data Analyst,Careers page,78,1,1,1,1,1
C2425,R2,Data Analyst,LinkedIn,74,1,1,1,0,0
C2426,R2,Software Engineer,Careers page,53,1,1,0,0,0
C2427,R1,Data Analyst,Careers page,53,1,1,0,0,0
C2428,R5,Data Analyst,LinkedIn,67,1,1,0,0,0
C2429,R4,HR Specialist,LinkedIn,98,1,1,1,1,0
C2430,R3,Software Engineer,Job board,48,1,1,1,0,0
C2431,R3,HR Specialist,LinkedIn,85,1,1,1,0,0
C2432,R4,HR Specialist,LinkedIn,60,1,1,1,0,0
C2433,R1,Software Engineer,LinkedIn,69,1,1,0,0,0
C2434,R3,Software Engineer,Job board,54,1,0,0,0,0
C2435,R1,Software Engineer,Job board,70,1,1,0,0,0
C2436,R2,HR Specialist,LinkedIn,69,1,1,1,0,0
C2437,R1,Software Engineer,Job board,43,1,1,1,0,0
C2438,R3,Data Analyst,Job board,37,1,0,0,0,0
C2439,R1,Data Analyst,LinkedIn,54,1,1,1,1,1
C2440,R3,HR Specialist,LinkedIn,81,1,1,1,0,0
C2441,R3,Data Analyst,Job board,69,1,0,0,0,0
C2442,R4,Data Analyst,Careers page,56,1,0,0,0,0
C2443,R1,Data Analyst,LinkedIn,66,1,1,0,0,0
C2444,R1,Data Analyst,Job board,63,1,1,0,0,0
C2445,R1,Software Engineer,Job board,53,1,1,0,0,0
C2446,R5,HR Specialist,LinkedIn,74,1,1,1,1,0
C2447,R4,HR Specialist,LinkedIn,66,1,1,1,1,0
C2448,R1,HR Specialist,Job board,41,1,1,0,0,0
C2449,R4,Data Analyst,Careers page,78,1,1,0,0,0
C2450,R2,Software Engineer,Careers page,57,1,1,1,0,0
C2451,R3,HR Specialist,LinkedIn,74,1,1,1,0,0
C2452,R4,Data Analyst,Careers page,71,1,1,0,0,0
C2453,R1,HR Specialist,LinkedIn,81,1,1,1,0,0
C2454,R3,HR Specialist,Careers page,66,1,1,0,0,0
C2455,R5,Data Analyst,LinkedIn,40,1,1,1,0,0
C2456,R5,HR Specialist,LinkedIn,74,1,1,0,0,0
C2457,R3,HR Specialist,LinkedIn,63,1,1,1,1,1
C2458,R4,Data Analyst,Careers page,76,1,1,1,1,0
C2459,R3,Marketing Associate,LinkedIn,61,1,0,0,0,0
C2460,R2,Data Analyst,Careers page,40,1,1,1,0,0
C2461,R1,Marketing Associate,LinkedIn,85,1,1,1,0,0
C2462,R2,Software Engineer,Job board,63,1,1,1,0,0
C2463,R5,Data Analyst,LinkedIn,67,1,1,0,0,0
C2464,R1,HR Specialist,LinkedIn,70,1,1,1,0,0
C2465,R4,HR Specialist,LinkedIn,57,1,1,0,0,0
C2466,R4,HR Specialist,Job board,49,1,0,0,0,0
C2467,R1,Data Analyst,LinkedIn,55,1,1,1,0,0
C2468,R1,Data Analyst,Careers page,51,1,1,1,0,0
C2469,R4,Data Analyst,Job board,59,1,0,0,0,0
C2470,R1,Data Analyst,LinkedIn,60,1,1,1,0,0
C2471,R1,Marketing Associate,Careers page,63,1,1,0,0,0
C2472,R1,Data Analyst,Job board,60,1,0,0,0,0
C2473,R4,Marketing Associate,Job board,86,1,1,0,0,0
C2474,R2,Software Engineer,LinkedIn,73,1,1,0,0,0
C2475,R4,HR Specialist,LinkedIn,58,1,1,1,0,0
C2476,R2,Software Engineer,Careers page,30,1,0,0,0,0
C2477,R3,Data Analyst,LinkedIn,70,1,1,0,0,0
C2478,R1,Software Engineer,Job board,72,1,0,0,0,0
C2479,R5,Data Analyst,LinkedIn,70,1,1,0,0,0
C2480,R4,Data Analyst,Job board,58,1,1,0,0,0
C2481,R1,Marketing Associate,Job board,47,1,1,1,0,0
C2482,R4,Data Analyst,Job board,65,1,0,0,0,0
C2483,R3,HR Specialist,LinkedIn,82,1,1,1,1,1
C2484,R4,HR Specialist,LinkedIn,60,1,1,0,0,0
C2485,R5,Data Analyst,LinkedIn,70,1,1,0,0,0
C2486,R1,HR Specialist,Careers page,70,1,0,0,0,0
C2487,R1,Software Engineer,LinkedIn,71,1,1,1,0,0
C2488,R2,HR Specialist,Careers page,66,1,0,0,0,0
C2489,R4,Data Analyst,Job board,79,1,1,1,0,0
C2490,R3,Data Analyst,LinkedIn,56,1,1,1,0,0
C2491,R3,Software Engineer,LinkedIn,80,1,1,1,1,1
C2492,R4,Data Analyst,Job board,51,1,0,0,0,0
C2493,R2,Marketing Associate,Job board,74,1,1,1,0,0
C2494,R5,HR Specialist,LinkedIn,93,1,0,0,0,0
C2495,R3,HR Specialist,Job board,68,1,0,0,0,0
C2496,R5,Data Analyst,LinkedIn,61,1,1,0,0,0
C2497,R5,Marketing Associate,Job board,67,1,0,0,0,0
C2498,R4,Data Analyst,LinkedIn,58,1,0,0,0,0
C2499,R3,Software Engineer,Careers page,75,1,1,0,0,0
C2500,R1,Data Analyst,Careers page,64,1,1,1,0,0
